chr	starting	ending	codon_nb	del_SNP_nb	delSNP_codonNb
chr2H	120000000	130000000	20201	9	0.000445522498886194
chr2H	130000000	140000000	20136	0	0
chr2H	140000000	150000000	14534	1	6.88041832943443e-05
chr2H	150000000	160000000	11365	8	0.000703915530136384
chr2H	160000000	170000000	17469	6	0.00034346556757685
chr2H	170000000	180000000	18170	9	0.000495321959273528
chr2H	180000000	190000000	14257	2	0.000140281966753174
chr2H	190000000	200000000	18990	3	0.000157977883096366
chr2H	200000000	210000000	16012	4	0.00024981264051961
chr2H	210000000	220000000	15662	1	6.38488060273273e-05
chr2H	220000000	230000000	7026	0	0
chr2H	230000000	240000000	25452	5	0.000196448216250196
chr2H	240000000	250000000	12618	0	0
chr2H	250000000	260000000	11733	0	0
chr2H	260000000	270000000	10128	2	0.000197472353870458
chr2H	270000000	280000000	7771	3	0.000386050701325441
chr2H	280000000	290000000	7936.69315763627	1	0.000125997059497992
chr2H	290000000	300000000	8499.30684236373	0	0
chr2H	300000000	310000000	9271	0	0
chr2H	310000000	320000000	3535	1	0.000282885431400283
chr2H	320000000	330000000	6223	0	0
chr2H	330000000	340000000	5100	1	0.000196078431372549
chr2H	340000000	350000000	5282	3	0.000567966679288148
chr2H	350000000	360000000	3961	0	0
chr2H	360000000	370000000	6741	0	0
chr2H	370000000	380000000	6650	0	0
chr2H	380000000	390000000	8331	0	0
chr2H	390000000	400000000	9555	2	0.000209314495028781
chr2H	400000000	410000000	15160	0	0
chr2H	410000000	420000000	10213	3	0.000293743268383433
chr2H	420000000	430000000	13783	4	0.000290212580715374
chr2H	430000000	440000000	20035	8	0.000399301222859995
chr2H	440000000	450000000	9958	3	0.000301265314320145
chr2H	450000000	460000000	11049	3	0.000271517784414879
chr2H	460000000	470000000	10624	2	0.000188253012048193
chr2H	470000000	480000000	14579	3	0.000205775430413609
chr2H	480000000	490000000	12922	2	0.000154774802662127
chr2H	490000000	500000000	13683	8	0.000584667105166996
chr2H	500000000	510000000	11430	8	0.000699912510936133
chr2H	510000000	520000000	14436	10	0.000692712662787476
chr2H	520000000	530000000	14805	4	0.000270178993583249
chr2H	530000000	540000000	17174	3	0.000174682659834634
chr2H	540000000	550000000	20835	5	0.000239980801535877
chr2H	550000000	560000000	20844	1	4.79754365764728e-05
chr2H	560000000	570000000	16231	1	6.16104984289323e-05
chr2H	570000000	580000000	23890	4	0.000167434072833822
chr2H	580000000	590000000	21093	3	0.000142227279192149
chr2H	590000000	600000000	25796	2	7.75314002170879e-05
chr2H	600000000	610000000	26289	0	0
chr2H	610000000	620000000	24990	15	0.000600240096038415
chr2H	620000000	630000000	37370	42	0.00112389617340112
chr2H	630000000	640000000	29786.5441607367	7	0.000235005442800816
chr2H	640000000	650000000	38644.4558392633	4	0.000103507732561625
chr2H	650000000	660000000	39067	13	0.000332761665856093
chr2H	660000000	670000000	25823	3	0.000116175502459048
chr2H	670000000	680000000	40648	9	0.000221413107655973
chr2H	680000000	690000000	52666	2	3.79751642425853e-05
chr2H	690000000	700000000	64177	23	0.000358383844679558
chr2H	700000000	710000000	64183	18	0.000280448093731985
chr2H	710000000	720000000	70230	20	0.000284778584650434
chr2H	720000000	730000000	55809	15	0.000268773853679514
chr2H	730000000	740000000	64056	14	0.000218558761084051
chr2H	740000000	750000000	71287.6160656115	22	0.000308609001313099
chr2H	750000000	760000000	80005.3839343885	26	0.000324978129238431
chr2H	760000000	768075024	58952	33	0.00055977744605781
chr3H	0	10000000	82358	20	0.000242842225406154
chr3H	10000000	20000000	80665.6874057315	31	0.000384302185935347
chr3H	20000000	30000000	64158.3125942685	23	0.000358488231220325
chr3H	30000000	40000000	58710	21	0.000357690342360756
chr3H	40000000	50000000	44233	12	0.000271290665340357
chr3H	50000000	60000000	20993	8	0.000381079407421521
chr3H	60000000	70000000	23906	14	0.000585627039237012
chr3H	70000000	80000000	18480	4	0.000216450216450216
chr3H	80000000	90000000	25676	6	0.000233681258763047
chr3H	90000000	100000000	17573	1	5.69054799977238e-05
chr3H	100000000	110000000	21210	0	0
chr3H	110000000	120000000	14688	6	0.000408496732026144
chr3H	120000000	130000000	13328	3	0.000225090036014406
chr3H	130000000	140000000	22037	4	0.000181512910105731
chr3H	140000000	150000000	14390	3	0.000208478109798471
chr3H	150000000	160000000	16071	1	6.22238815257296e-05
chr3H	160000000	170000000	15769	3	0.000190246686536876
chr3H	170000000	180000000	14989	11	0.000733871505770899
chr3H	180000000	190000000	13904	3	0.000215765247410817
chr3H	190000000	200000000	15773	3	0.000190198440372789
chr3H	200000000	210000000	15733	3	0.000190682005974703
chr3H	210000000	220000000	12401	2	0.000161277316345456
chr3H	220000000	230000000	11733	2	0.000170459388050797
chr3H	230000000	240000000	10498	0	0
chr3H	240000000	250000000	7124	0	0
chr3H	250000000	260000000	5637	5	0.000886996629412808
chr3H	260000000	270000000	6422	1	0.000155714730613516
chr3H	270000000	280000000	6859	0	0
chr3H	280000000	290000000	8703	0	0
chr3H	290000000	300000000	7660	0	0
chr3H	300000000	310000000	5180	1	0.000193050193050193
chr3H	310000000	320000000	6055	2	0.000330305532617671
chr3H	320000000	330000000	7734	0	0
chr3H	330000000	340000000	6094	0	0
chr3H	340000000	350000000	6417	4	0.000623344241857566
chr3H	350000000	360000000	13536	1	7.38770685579196e-05
chr3H	360000000	370000000	12941	3	0.000231821343018314
chr3H	370000000	380000000	11819	0	0
chr3H	380000000	390000000	13804.6043724337	3	0.000217318795893251
chr3H	390000000	400000000	18399.3956275663	2	0.000108699222544221
chr3H	400000000	410000000	14071	4	0.000284272617440125
chr3H	410000000	420000000	14352	0	0
chr3H	420000000	430000000	17255	4	0.000231816864676905
chr3H	430000000	440000000	15211	4	0.000262967589244626
chr3H	440000000	450000000	19300	2	0.000103626943005181
chr3H	450000000	460000000	11935	0	0
chr3H	460000000	470000000	21487	19	0.00088425559640713
chr3H	470000000	480000000	17103.5029448142	6	0.000350805330309205
chr3H	480000000	490000000	16428.4099228532	4	0.000243480654475007
chr3H	490000000	500000000	26061.0871323326	4	0.000153485538791565
chr3H	500000000	510000000	22482	3	0.000133440085401655
chr3H	510000000	520000000	30576	16	0.000523286237571952
chr3H	520000000	530000000	26456	21	0.000793770789234956
chr3H	530000000	540000000	29002	11	0.000379284187297428
chr3H	540000000	550000000	25826	2	7.74413381863239e-05
chr3H	550000000	560000000	42558	6	0.000140984068800226
chr3H	560000000	570000000	39670	1	2.52079657171666e-05
chr3H	570000000	580000000	39621	11	0.000277630549456097
chr3H	580000000	590000000	42116	6	0.0001424636717637
chr3H	590000000	600000000	41522	2	4.81672366456336e-05
chr3H	600000000	610000000	42574	12	0.000281862169399164
chr3H	610000000	620000000	48815	5	0.000102427532520742
chr3H	620000000	630000000	63719	22	0.000345265933238124
chr3H	630000000	640000000	56028	14	0.000249875062468766
chr3H	640000000	650000000	49669	4	8.05331293160724e-05
chr3H	650000000	660000000	63091	24	0.000380402910082262
chr3H	660000000	670000000	61427	44	0.000716297393654256
chr3H	670000000	680000000	66509	33	0.000496173450209746
chr3H	680000000	690000000	71348	35	0.000490553344172226
chr3H	690000000	699711114	62393	13	0.000208356706681839
chr4H	0	10000000	97061	44	0.00045332316790472
chr4H	10000000	20000000	59079	12	0.000203117859137765
chr4H	20000000	30000000	49165	3	6.10190175938167e-05
chr4H	30000000	40000000	41223	15	0.000363874536059967
chr4H	40000000	50000000	26392	4	0.000151561079114883
chr4H	50000000	60000000	30638	10	0.000326392062145049
chr4H	60000000	70000000	22483	8	0.000355824400658275
chr4H	70000000	80000000	24406	5	0.000204867655494551
chr4H	80000000	90000000	13756	3	0.00021808665309683
chr4H	90000000	100000000	22835	1	4.37924239106635e-05
chr4H	100000000	110000000	16942	2	0.000118049817022784
chr4H	110000000	120000000	13781	0	0
chr4H	120000000	130000000	15608	1	6.40697078421322e-05
chr4H	130000000	140000000	14367	1	6.96039535045591e-05
chr4H	140000000	150000000	17766	0	0
chr4H	150000000	160000000	14379	0	0
chr4H	160000000	170000000	16379	11	0.000671591672263264
chr4H	170000000	180000000	10647	0	0
chr4H	180000000	190000000	9143	4	0.00043749316416931
chr4H	190000000	200000000	3667	0	0
chr4H	200000000	210000000	7083	4	0.000564732457998023
chr4H	210000000	220000000	3502	1	0.000285551113649343
chr4H	220000000	230000000	8652	6	0.000693481276005548
chr4H	230000000	240000000	5967	1	0.000167588402882521
chr4H	240000000	250000000	4631	4	0.000863744331677823
chr4H	250000000	260000000	11612	5	0.000430589045814674
chr4H	260000000	270000000	8002	0	0
chr4H	270000000	280000000	5875	1	0.000170212765957447
chr4H	280000000	290000000	5239	0	0
chr4H	290000000	300000000	4146	1	0.000241196333815726
chr4H	300000000	310000000	9843	0	0
chr4H	310000000	320000000	4046	1	0.000247157686604053
chr4H	320000000	330000000	5032	0	0
chr4H	330000000	340000000	6204.03961848863	0	0
chr4H	340000000	350000000	8928.96038151137	3	0.000335985363560567
chr4H	350000000	360000000	10270	2	0.000194741966893866
chr4H	360000000	370000000	13296	1	7.52105896510229e-05
chr4H	370000000	380000000	6665	0	0
chr4H	380000000	390000000	6129	1	0.000163158753467124
chr4H	390000000	400000000	8264	1	0.000121006776379477
chr4H	400000000	410000000	13528	1	7.39207569485512e-05
chr4H	410000000	420000000	17258	1	5.79441418472592e-05
chr4H	420000000	430000000	14632	9	0.000615090213231274
chr4H	430000000	440000000	15072.3991736689	7	0.00046442506725995
chr4H	440000000	450000000	18038.6008263311	5	0.000277183360735022
chr4H	450000000	460000000	15021	3	0.000199720391451967
chr4H	460000000	470000000	18620	10	0.000537056928034372
chr4H	470000000	480000000	21219	4	0.000188510297374994
chr4H	480000000	490000000	23179	12	0.000517709996117175
chr4H	490000000	500000000	21565	9	0.000417342916763274
chr4H	500000000	510000000	18211	4	0.000219647465817363
chr4H	510000000	520000000	21116	2	9.47149081265391e-05
chr4H	520000000	530000000	23621	10	0.000423352101943186
chr4H	530000000	540000000	23270	1	4.29737859905458e-05
chr4H	540000000	550000000	24986	4	0.000160089650204114
chr4H	550000000	560000000	31779	6	0.000188803927121684
chr4H	560000000	570000000	34315	16	0.000466268395745301
chr4H	570000000	580000000	35093	3	8.5487134186305e-05
chr4H	580000000	590000000	43955	19	0.000432260266181322
chr4H	590000000	600000000	52147	19	0.000364354612921165
chr4H	600000000	610000000	55768	12	0.000215177162530483
chr4H	610000000	620000000	52663	20	0.000379773275354613
chr4H	620000000	630000000	67968	24	0.000353107344632768
chr4H	630000000	640000000	69985	15	0.00021433164249482
chr4H	640000000	647060158	66476	17	0.000255731391780492
chr5H	0	10000000	74405	32	0.000430078623748404
chr5H	10000000	20000000	47578	30	0.000630543528521586
chr5H	20000000	30000000	38897	16	0.000411342777077924
chr5H	30000000	40000000	27287	3	0.000109942463444131
chr5H	40000000	50000000	16457	2	0.000121528832715562
chr5H	50000000	60000000	13252	2	0.000150920615756112
chr5H	60000000	70000000	25416	2	7.86905886056028e-05
chr5H	70000000	80000000	27820	5	0.000179726815240834
chr5H	80000000	90000000	17007	0	0
chr5H	90000000	100000000	19565	4	0.000204446716074623
chr5H	100000000	110000000	17545	1	5.69962952408093e-05
chr5H	110000000	120000000	15945	3	0.000188146754468485
chr5H	120000000	130000000	19070	5	0.000262191924488726
chr5H	130000000	140000000	15336	0	0
chr5H	140000000	150000000	11208	4	0.000356887937187723
chr5H	150000000	160000000	13272	3	0.000226039783001808
chr5H	160000000	170000000	9840	3	0.000304878048780488
chr5H	170000000	180000000	7681	2	0.000260382762661112
chr5H	180000000	190000000	7418	2	0.000269614451334592
chr5H	190000000	200000000	5671	1	0.000176335743255158
chr5H	200000000	210000000	4067	0	0
chr5H	210000000	220000000	6836	2	0.000292568753657109
chr5H	220000000	230000000	10949	3	0.000273997625353914
chr5H	230000000	240000000	6465	1	0.000154679040989946
chr5H	240000000	250000000	4554	2	0.00043917435221783
chr5H	250000000	260000000	11942	2	0.000167476134650812
chr5H	260000000	270000000	10857	4	0.000368425900340794
chr5H	270000000	280000000	6677	2	0.000299535719634566
chr5H	280000000	290000000	9120	1	0.000109649122807018
chr5H	290000000	300000000	8270	0	0
chr5H	300000000	310000000	8903	0	0
chr5H	310000000	320000000	18569	8	0.00043082556949755
chr5H	320000000	330000000	11411	1	8.76347384103058e-05
chr5H	330000000	340000000	10711	4	0.000373447857342919
chr5H	340000000	350000000	18453	5	0.000270958651709749
chr5H	350000000	360000000	19300	0	0
chr5H	360000000	370000000	19570	7	0.000357690342360756
chr5H	370000000	380000000	25305	3	0.0001185536455246
chr5H	380000000	390000000	20039	7	0.000349318828284845
chr5H	390000000	400000000	18456	5	0.000270914607715648
chr5H	400000000	410000000	24655	2	8.1119448387751e-05
chr5H	410000000	420000000	19896	4	0.000201045436268597
chr5H	420000000	430000000	16135	1	6.19770684846607e-05
chr5H	430000000	440000000	21124	1	4.73395190304866e-05
chr5H	440000000	450000000	21878	1	4.57080171862145e-05
chr5H	450000000	460000000	28678	4	0.000139479740567683
chr5H	460000000	470000000	20495	5	0.000243961941937058
chr5H	470000000	480000000	22264	0	0
chr5H	480000000	490000000	36100	2	5.54016620498615e-05
chr5H	490000000	500000000	41758	1	2.39475070645146e-05
chr5H	500000000	510000000	28430	9	0.000316567006683081
chr5H	510000000	520000000	36927	7	0.000189563192244157
chr5H	520000000	530000000	34163	13	0.000380528642098176
chr5H	530000000	540000000	49009	18	0.000367279479279316
chr5H	540000000	550000000	57478	6	0.000104387765753854
chr5H	550000000	560000000	74688	21	0.000281169665809769
chr5H	560000000	570000000	52264	7	0.000133935404867595
chr5H	570000000	580000000	74975	21	0.000280093364454818
chr5H	580000000	590000000	82092	16	0.000194903279247673
chr5H	590000000	600000000	75873	20	0.000263598381505938
chr5H	600000000	610000000	72850	27	0.000370624571036376
chr5H	610000000	620000000	57049	11	0.000192816701432102
chr5H	620000000	630000000	73215	45	0.000614628149969269
chr5H	630000000	640000000	58397	9	0.000154117506036269
chr5H	640000000	650000000	79574	24	0.000301606052228115
chr5H	650000000	660000000	78645	38	0.000483183927776718
chr5H	660000000	670000000	91284	64	0.000701108628018054
chr5H	670000000	670030160	0	0	NA
chr6H	0	10000000	76329	27	0.000353731871241599
chr6H	10000000	20000000	97973	44	0.00044910332438529
chr6H	20000000	30000000	51263.1804198045	26	0.000507186635458057
chr6H	30000000	40000000	47813.8195801955	40	0.000836578218414661
chr6H	40000000	50000000	38323	21	0.000547973801633484
chr6H	50000000	60000000	35100	9	0.000256410256410256
chr6H	60000000	70000000	26334	17	0.000645553277132224
chr6H	70000000	80000000	20604	6	0.00029120559114735
chr6H	80000000	90000000	17258	6	0.000347664851083555
chr6H	90000000	100000000	17601	8	0.000454519629566502
chr6H	100000000	110000000	17707	1	5.64748404585757e-05
chr6H	110000000	120000000	21548	36	0.0016706886950065
chr6H	120000000	130000000	16742	10	0.000597300203082069
chr6H	130000000	140000000	18861	17	0.000901330788399343
chr6H	140000000	150000000	15235	5	0.000328191663931736
chr6H	150000000	160000000	19346	4	0.000206761087563321
chr6H	160000000	170000000	18912	1	5.28764805414552e-05
chr6H	170000000	180000000	10815	2	0.000184928340268146
chr6H	180000000	190000000	16227	1	6.16256855857521e-05
chr6H	190000000	200000000	17084	7	0.000409740107703114
chr6H	200000000	210000000	10773	3	0.000278473962684489
chr6H	210000000	220000000	6285	4	0.000636435958631663
chr6H	220000000	230000000	7633	1	0.000131010087776759
chr6H	230000000	240000000	5369	6	0.00111752654125535
chr6H	240000000	250000000	6939	3	0.000432338953739732
chr6H	250000000	260000000	6721	7	0.00104151167980955
chr6H	260000000	270000000	7577.36767103864	1	0.000131971951661009
chr6H	270000000	280000000	5167.63232896136	3	0.00058053665760756
chr6H	280000000	290000000	7966	1	0.000125533517449159
chr6H	290000000	300000000	17547	4	0.000227959195304041
chr6H	300000000	310000000	8918	0	0
chr6H	310000000	320000000	9509	1	0.000105163529288043
chr6H	320000000	330000000	11600	6	0.000517241379310345
chr6H	330000000	340000000	10474	5	0.000477372541531411
chr6H	340000000	350000000	16647	8	0.000480567069141587
chr6H	350000000	360000000	12225	6	0.00049079754601227
chr6H	360000000	370000000	11582	2	0.000172681747539285
chr6H	370000000	380000000	15580	2	0.000128369704749679
chr6H	380000000	390000000	15796	8	0.000506457330969866
chr6H	390000000	400000000	21864	10	0.000457372850347603
chr6H	400000000	410000000	14303	9	0.000629238621268265
chr6H	410000000	420000000	18009	15	0.000832916874895885
chr6H	420000000	430000000	15737	3	0.000190633538793925
chr6H	430000000	440000000	18883	11	0.000582534554890642
chr6H	440000000	450000000	12959	7	0.000540165136198781
chr6H	450000000	460000000	14794	4	0.00027037988373665
chr6H	460000000	470000000	22627	6	0.000265169929729969
chr6H	470000000	480000000	28964.7548918641	7	0.000241673027309692
chr6H	480000000	490000000	21024.2451081359	17	0.000808590268642815
chr6H	490000000	500000000	25968	29	0.00111675908810844
chr6H	500000000	510000000	29398	8	0.000272127355602422
chr6H	510000000	520000000	27893	13	0.000466066755099846
chr6H	520000000	530000000	41927	12	0.000286211748992296
chr6H	530000000	540000000	47122	19	0.000403208692330546
chr6H	540000000	550000000	57385	19	0.000331096976561819
chr6H	550000000	560000000	60908	13	0.000213436658567019
chr6H	560000000	570000000	60056	26	0.000432929266018383
chr6H	570000000	580000000	100427	34	0.000338554372828024
chr6H	580000000	583380513	36635	8	0.000218370410809335
chr7H	0	10000000	113950	47	0.00041246160596753
chr7H	10000000	20000000	86116	23	0.000267081610850481
chr7H	20000000	30000000	61976	15	0.000242029172582935
chr7H	30000000	40000000	55572	28	0.000503850860145397
chr7H	40000000	50000000	58392	10	0.00017125633648445
chr7H	50000000	60000000	46867	20	0.000426739496874133
chr7H	60000000	70000000	49345	15	0.000303982166379572
chr7H	70000000	80000000	32429	4	0.000123346387492676
chr7H	80000000	90000000	27747	15	0.000540598983673911
chr7H	90000000	100000000	27481	7	0.000254721443906699
chr7H	100000000	110000000	30278	9	0.000297245524803488
chr7H	110000000	120000000	27950	10	0.00035778175313059
chr7H	120000000	130000000	21852	0	0
chr7H	130000000	140000000	24037	12	0.000499230353205475
chr7H	140000000	150000000	24445	2	8.18163223563101e-05
chr7H	150000000	160000000	21114	4	0.000189447759780241
chr7H	160000000	170000000	26106	4	0.000153221481651728
chr7H	170000000	180000000	21031	7	0.000332841995150017
chr7H	180000000	190000000	11933	5	0.000419006117489315
chr7H	190000000	200000000	24526	4	0.000163092228655305
chr7H	200000000	210000000	14988	6	0.000400320256204964
chr7H	210000000	220000000	13867	1	7.21136511141559e-05
chr7H	220000000	230000000	15214	7	0.000460102537136848
chr7H	230000000	240000000	11759	0	0
chr7H	240000000	250000000	8201	0	0
chr7H	250000000	260000000	14742	3	0.000203500203500203
chr7H	260000000	270000000	10197	7	0.000686476414631754
chr7H	270000000	280000000	6443	4	0.00062082880645662
chr7H	280000000	290000000	7156	2	0.000279485746226942
chr7H	290000000	300000000	5005	0	0
chr7H	300000000	310000000	6748	1	0.00014819205690575
chr7H	310000000	320000000	9619	5	0.000519804553487889
chr7H	320000000	330000000	10687	4	0.000374286516328249
chr7H	330000000	340000000	6663	1	0.00015008254539997
chr7H	340000000	350000000	6446	7	0.0010859447719516
chr7H	350000000	360000000	4746.77220405216	3	0.000632008419835062
chr7H	360000000	370000000	8074.22779594784	6	0.00074310511811559
chr7H	370000000	380000000	6568	0	0
chr7H	380000000	390000000	7352	7	0.000952121871599565
chr7H	390000000	400000000	12242	6	0.000490115994118608
chr7H	400000000	410000000	10629	1	9.40822278671559e-05
chr7H	410000000	420000000	14346	1	6.97058413495051e-05
chr7H	420000000	430000000	16969	7	0.000412516942660145
chr7H	430000000	440000000	11797	1	8.47673137238281e-05
chr7H	440000000	450000000	19142	3	0.000156723435377703
chr7H	450000000	460000000	20176	1	4.9563838223632e-05
chr7H	460000000	470000000	18487	2	0.000108184129388219
chr7H	470000000	480000000	17668	5	0.000282997509621915
chr7H	480000000	490000000	17122	1	5.84043920102792e-05
chr7H	490000000	500000000	19692	5	0.000253910217347146
chr7H	500000000	510000000	25517	14	0.000548653838617392
chr7H	510000000	520000000	21366	6	0.0002808199943836
chr7H	520000000	530000000	26310	9	0.000342075256556442
chr7H	530000000	540000000	22011	12	0.000545181954477307
chr7H	540000000	550000000	22962	3	0.000130650640188137
chr7H	550000000	560000000	26753	9	0.000336410869808993
chr7H	560000000	570000000	29543	2	6.76979318281826e-05
chr7H	570000000	580000000	31036	10	0.000322206469905916
chr7H	580000000	590000000	38532	15	0.00038928682653379
chr7H	590000000	600000000	42921	14	0.000326180657487011
chr7H	600000000	610000000	39322	12	0.000305172676872997
chr7H	610000000	620000000	44790.9925093633	16	0.00035721467874719
chr7H	620000000	630000000	66808.0074906367	21	0.000314333577497326
chr7H	630000000	640000000	67146	39	0.000580823876329193
chr7H	640000000	650000000	100935.653708987	33	0.000326940964737238
chr7H	650000000	657224000	68921.3462910128	36	0.00052233454419178
